content,sentiment
heiii jabat pajakkk kalian kerja apa sihh jemput bola kek bikin aplikasi susah banget bukan bikin mudah bayar pajak ribet anehhhh bintang satu nyampai pak purbaya sidak turun cek semua pegawai pajak gimana kerja amburasutt,0
web idiot pulsa gw abis 20k cuma buat otp gabisa lanjut tombol,0
susah masuk otp hp kagak d kirim kirim,0
aplikasi sampah bantu sama sekali,0
peras pajak mau lapor pajak kena pajak sm memang aplikasi instansi susah saja mau lapor lewat web login apk mau login apk konfirmasi lewat laman online lagi susah sengsara,0
aplikasi cacat sudak aktivasi coretax nunggu sm email kunjung kirim gimna mau login coretax percuma mau bayar pajak malah sulit kalo dibiarin kira mau bayar pajak apk aneh ingat perintah kalian bayar pajak ya sulit,0
mau lapor pajak aja susah semua data benar tp verifikasi gagal terus,0
kode otp gak masuk masuk pulsa isi tetap aja gak masuk aplikasi negara gak becus sih,0
aplikasi cacat,0
bisa cuma nguras pulsa ga jelas g registrasi terus aj ngulang2 smp pulsa abis bus00x,0
jujur makin gk jelas nih apk,0
aplikasi tolol mau login malah masuk reset password trus gw jg herman gw udah bayar pajak lewat usaha tp gw jg tetep lapor,0
kok bundel bgt sihh ni bikin aplikasi niat apa ngga klo ga ga usah bikin aplikasi,0
gimana si cara daftar akun byk yapping ah,1
mending balik metode tahun kemarin lebih enak sekarang kok ribet bener login udah berapa kali suruh ganti sandi verifikasi lewat no telepon email kagak mulu tulis selalu aja salah,0
ribet ni aplikasi login aja susah yg kerja bayar pajak ribet,0
sampah,0
kode verif ga masuk email ribet,0
tak login aktivasi susah awas aja kena denda,0
gak,0
bagus,1
aplikasi rusak pake kaga update heran,0
ngerepotin rakyat keat,0
bnyak x atur mau login aja,0
mantap,1
susah memang jadi warga negara baik mau lapor pajak susah tengah mati login masuk masuk,0
apk kaya eek,0
mau login aja susah mohon system segera baik,0
aplikasi yg sangat bantu,0
min susah buat nya,0
jelek semua,0
bayar pajak wajib fasilitas gak d benerin duit pajak woii buka duit d pake ngembangin websitenya biar gampang d akses orang mikir2 ng ikhlasin bayar pajak,0
delete apk error terus piara bikin ribet,0
biadap memang cari kerja sendiri gilir gaji suruh bayar pajak suruh lapor gilir mau lapor sulit gak masuk akun harraaammmmm,0
jelek ambil foto selalu gagal lalu ulang awal nip tdk daftar sengaja sulit,0
susah buat lapor,0
aplikasi sampah,0
payah erorr terus,0
pdhl udh swapfoto ko ellor sampe ngulang 3pdhl udh ikut arah,1
dulu lebih simpel,0
gmn mau buat spt dr awal bulan mau akhir maret gabisa apk,0
,1
repot sangat bantu,0
not good lah,0
aplikasi jelas coba baik lah,0
sistem buruk cuma mau lapor pajak verifikasi data error terus,0
ampas banget login aja susah,0
ayo lah udah 2026 aplikasi aja busuk,0
aplikasi banyak bug,0
gimana sih aplikasi mau aktivasi akun coretax susah banget masuk nya lapor wajib prose sangat ribet,0
percuma arah web juga yg bikin app ga potong pph yg suruh ribet byr pph,0
busuk apk nya susah akses error terus mau aktivasi aja susah,0
susah bgt pake ni apk nya,0
kalo alih coretax mending hapus aja play store,0
aplikasi jelas situs logout mulu,0
hp kompatibel terus,0
error mulu anj,0
payah bikin pusing susah masuk,0
sangat sulit masuk waktu verifikasi ada kurang error melulu,0
aplikasi bikin perintah yg gin gaptek maksa,0
aplikasi jelek parah lapor pajak disusahin yg butuh siapa ribet siapa,0
low rate,0
gagal verifikasi,0
jelek,0
gagal aktivasi terus,0
aktivasi akun cortex gagal mulu padahal centang hijau semua,0
jadi salah mulu payah,0
apk payah,0
kalas app perintah kualitas begini ambil foto lalu submit errornya lupah kan konoha klo gk koropsi gk mgkn begini,0
kalo blm mampu jalan sistem jngn malu tanya mo ikutin kembang jaman apl login gagal gilir buat akun nik daftar,0
aktivasi aplikasi paling susah muka bumi isi pulsa kode otp gk masuk mau verifikasi muka error lebih pajak masukin no rek gk bisa apa sihhhh padahal lapor spt,0
aplikasi kompatibel perangkat anda aplikasi yg susah,0
aplikasi jelek bnget,0
mohon baik lagi banyak komplain kait aplikasi kualitas rendah baru aktivasi akun alami sulit luar biasa kali masuk email no telp selalu salah error padahal tau persis benar,0
orang mau pajak sulit aplikasi banyak masalah,0
gak direktoratnga gak apk nya nyusahin rakyat aja,0
hape support update ini support hape,0
percuma pake oline nyusahin buat verivikasi akun aja susah gagal terus gaya mau online tpi tetep nyusahin guna,0
aplikasi tolol banyak korupsi,0
kacau nih coretax gak login terus padahal bata waktu lapor 31 maret dah lah,0
kampung aplikasi haus foto dll masa tiap buka selfie wkwkwkwkw kenapaa pakai sidak jari,0
aplikasi sangat busuk,0
gimana sih bikin aplikasi tolol banget login aja gak mau bayar lapor sulit kok sih kalian punya aplikasi sampah ini bagus flappy bird,0
gimana nunggu very mlah out sendiri parah,0
susah ngisi alamat website ribet bagusin lah apk kyk gin dipake kasih tunjuk yg jelas ngabisin pulsa aja,0
sangat buruk data log in benar semua gilir masuk terang selalu eror ulang pluhan kali sampe bosan tetep aja eror jangan sulit untung niat lapor tahun malah sulit,0
klo blm mampu layan masyarakat lapor pajak tahun yaa gausa launching aplikasi klo ujung nya kantor kpp,0
adminnya mana knp gk keluh jawab,0
hidup pajak pajak mulu gilir mau acc account aja susah minta ampun benerin kek apknya percuma tim it kalo hasil kek gin,0
begini kualitas aplikasi dr perintah mw login aja gb,0
aplikasi jelek sering error ganggu,0
sampah udah berapa kali mau aktivasi akun enggak bisa nomor telpon enggak pernah nerima kode otp udah beberapa kali kek gitu gimana mau daftar padahal nomor aktif,0
smakin nda jelas,0
ga layak,0
makan tuh rating bintang bicara produk gagal,0
aplikasi ga jelas buat login aja susah nya tengah modyarrr gilir login dalem lemottttt,0
serius kalian bikin apk alih keweb registrasi lama urus npwp saya sampai lupa pw nya tapi sulit apk sampah ini tolong lah yaa kalian gilir duit aja cepat ngurus begini gak bisa kalo bukan karna ni npwp susah gen z cari kerja negara isi kayak penjara sampah otak dipake,1
aktivasi masukin nik npwp ud bener tp data gk temu kali kali tp tlp suruh download nyata aplikasi gk dipake bikin aplikasi trial error dulu baru ud smooth baru guna suruh download dah ah cape,0
tambah ribet bikin lapor,0
gin mau login aja ga masuk menu efin ilang duit anggar nya mana,0
berapa triliun anggar aplikasi sampah begini anak sma bikin lebih bagus paling cuma 500rebu,0
nya apa kalo crime lagi,0
gak niat bikin aplikasi,0
buka,0
aplikasi busuk benar buat apa log in ga bisa udah skrg lapor pajak susah luar biasa makin susah rakyat saja uda mau bayar pajak lapor pajak susah minta ampun asli negara konoha payah,0
aplikasi tolol,0
apk nya dikit eror,0
aplikasi konxol - x k,0
baik cepat website nya ganggu sekali orang buat npwp selalu gagal sinyal lot website sering error banyak lagi mohon jangan apa apa korupsi,0
nge stuck verifikasi nomor kata yutub pulsa 5rebu tetep ae gada hasil niat bgt bikin org emosi,0
biar bintng bicara,0
aplikasi gak jelas padahal punya perintah masa kaya gin buat aktivasi akun aja susah minta ampun aja eror dulu udah login enak sekarang malah tambah coretax sial bikin mudah kagak malah suruh aktivasi lagi mana perintah diksih uang pajak buat aplikasi usah bagus bagus lah asal fungsi jelas dipakek apa dikit dikit eror nama apa gabisa dipake,0
login susah mau bayar sulit log ampun dahh internet lancar tetap ngk masuk mau dsuruh lapor pajak sulit,0
gak ngebantu sama sekali aplikasi baru ini hadeuh nyusahin mau lapor biar kena denda kah,0
mau login gak bisa emang bener stop bajar pajak kelas aplikasi perintah aja gajelas kalah sama aplikasi judol pinjol,0
ngk pakai,0
ga guna ga login,0
aplikasi sampah suruh lapor pajak aja susah minta ampun mau login payah,0
gk jelas login susah,0
aplikasi paling parah lot gak guna rampok struktur lindung,0
narik uang gaji gercep sekali gilir mau login aplikasi sulit sekali kocak,0
aplikasi gagal,0
aplikasi buruk mau login aja susah,0
aplikasi sama aja websitenya buka kalao nyampe e billing salah betul susah,0
aplikasi gak jelas masak udah punya akun coretax mau aktifasi ngak udah rap kali coba login gak padahal nik sama pasword udah bener hadehh baik apk,0
susah mau login sat,0
m pajak makin mudah terimakasih pajak,1
susah banget verifikasi otp pake no hp,0
aplikasi sampah mau login aja sulit mau ganti email sama no hp aja sulit mau login kendala jaring hubung internet susah banget mau lapor pajak aja gilir gk lapor koar solusi jga gk percuma bikin aplikasi tpi gk dipake,0
apk gilaaa parahh pajak kan banyak duit tuh bikin aplikasi bagus aja ga mampu inti mau website dr apk ini error semua c yg website jg ga ni nulis ulas jg ga baca percuma apk gin mau login aja masalah,0
kata wajib lapor pajak kalo gx lapor kena denda 100 rb pa mau lapor d sulit pin kata sandi yg beganda konspirasi macam apa,0
diupdate upgrade website apk pajak ya mau daftar npwp online kok sulit gk masuk kode verifikasi lalu nomor hp padahal no hp aktif hubung wa,0
bayar lapor pajak dikejar2 gilir mau urus bukti spt lewat app busuk negara macam apa,0
ga login bolak balik gagal,0
aplikasi ga jelas tombol efin ada iur gaji lo aja buat ribet,0
udh bayar pajak gaji potong pajak bahkan terima gaji nya download2 aplikasi ginian ckckck,0
busuk sulit anggar doang gede gagal kali kali aktivasi email pdhl udh bener thun kmarin bisaa skrang malah kaga bisa,0
tak lapor spt lalu aplikasi ini,0
ruwet gajelas,0
kembang aplikasi ganti nomor hp wa harus ngga perlu login coretax bgmn mau login klo no hp sdh tdk aktif email lupa password,0
aplikasi kontoll,0
kagak jelas email sama no bener email failed terus kagak jelas,0
aplikasi apa si bng gin susah buat login perintah ga si buat aplikasi yg bener,0
baik utk guna,1
lupa kata sandi ga bsa terus uang srbnyak kualitas web kalian sangat sedih,0
sulit paham banyak bingung daftar spt nya gagal terus,0
aplikasi rusak anggar aplikasi aja mahal,0
ampas high untech untech a sync,0
daftar login susah masuk coretax tetap gabisa padahal daftar,0
hapus aja apk nya masa klarifikasi nomor gak masuk masuk delay ribet,0
bagaimana login pdahal udh benerr susah login sampe skrng login bagaimana apk perintah indonesia begini dpat rating jelek,0
selalu minta logout terus aku ga lapor spt tiap tahun rutin lapor pajak online baru sekarang ga bisa ruwet nyata site under construction kapan jadi,0
sangat sulit lapor pajak,0
,1
aplikasi apa mau lapor spt aja gak fiturnya ampas,0
kan pa bikin pajak awal nya pake nik ktp ga sekali padanin aja biar simple bayar pajak yg repot lapor apa yg sidah bayar terus kerja nya orang pajak ngapain aja jadi nya makan gaji buta kalo yg susah buat apa yg mudah blogg,0
susah login,0
buruk lapor spt web cortex gak nambah akun rekening bank kalau mau kpp ogah ketemu pegawai katrok galak pulak,0
aplikasi kaga jelass,0
sistem nya benerin dlu lah login aja susah gmna rakyat mau patuh pajak malah sulit jangan salahin rakyat klo patuh karna salah kalian mruni ngk becuss,0
login tdk terus ubah kata sandi tdk bisa,0
pantes kasih bintang satu login susah sekali selalu time out,0
gimana mau lapor spt tahun kalo mau login aja susah minta ampun ribet,0
rese banget mau laku betul sja kagak padahal cm salah kurang input,0
aplikasi error website tak beres minta bikin password pa udh bikin udh penuh tentu ma tulis pola password sesuai pa mau login halaman website error terus entah apa apa minta org mau urus pajak jadi susah udh bayar urus sendiri udah error error lagi aplikasi tak beres website tak beres semua tak beres lucu sekali,0
tiba sertifikat digital hilang padahal laku masa nya panjang apk ga jelas,0
aplikasi eror npwp nik email dah bener malah coba lagi baik mudah wajib pajak kalau mau rakyat taat pajak,0
orang suruh lapor pajak malah sulit,0
aplikasi nya nihil banget buat apa bikin aplikasi kaya ginih kalau gak gunain,0
busuk bgt,0
aplikasi sampah pernah ada,0
lapor spt tahun 2025 finish lapor tiba signalnya ngelag seperti sengaja buat sistem djp akhir rakyat tetap susah buat spt tahun pribadi parah,0
ribet bgt sih buat login susah banget lupa sandi klik lupa sandi verifikasi pake email sama nomor hp gak masuk kan bangke,0
sih nomor telponya gak baca klo nomor telpon ganti aplikasi opsi ganti nomor telpon kirain pakai aplikasi udah gak ribet malah makin ribet,0
lapor aja makin ribet cara ga kaya e-filling dulu berbelit2,1
apk ngk error mulu abisin angaran aja lu kita yg bayar pajak yg bikin lapor pajak harus yg bayar perintah yg bikinin lapor bayar nik ktp semua aset udah tahu sama perintah eh yg lapor mulu tiap tahun pakai error mulu msk cortexnya,0
mau lapor spt aja susah gilir ga lapor denda aplikasi sampah dana mahal hasil kaya gin,0
ngga gunaa aplikasi sulit banyak ngelagnya nihh aplikasi lalot tolong kalau bikin aplikasi bener trus minta verifikasi nomor hp nomor yg lama gmna sihh,0
error terus,0
sampah,0
sulit terus uda semua apa2 butuh npwp gilir daftar sulit baik kualitas regristrasi lewat sm nya gak masuk2 kode otp nya,0
aplikasi kaya sengaja sulit wajib lapor pajak,0
ruwet pusing,0
id server salah mulu besar paja aplikasi ajja error mulu ngga malu sm gaji tunjang yg paling besar asn se indonesia,0
terima kasih,1
terimakasih,1
sulit coretax nda guna nda login,0
aplikasi apa ini eror mulu padahal mau ngasi duit buat negera,0
sangat bantu utk lapor pajak bagai,1
udh suruh lapor pa mau lapor cek udh minggu baik terus,0
di-update apknya tak login,0
aplikasi paling payah lelet banget tampil antarmuka nya jelek tambah verifikasi nomor telepon nya lama banget gagal terus duit pajak gede bikin layan nya kek gin,0
aplikasi tolol udah masuk data lengkap login gagal terus bayar repot,0
apk begini ma pake jelek banget fiturnya lengkap login susah padahal sandi betul lain pa inputnya eror truss malah email konfigurasi katanyaa pa mau aktivasi udah jelass email tera email yg sama aku pake buat login malah bisa sedia c nya ada apk rendah banget ya buat pajak pajakkk korup aja tuhh modal kembang apk gin kagak haduhh buka tingkat layan malah bobrok,0
aplikasi dukung sama sekali upload selesai gilir step akhir gagal kirim minta mau lapor pajak antri kntor pajak mau jadi warga taat pajak susah minta ampun,0
mantap,1
gaje,0
hr pindah cortax kalo mau pindah mudah sistem malah udah masukin data email yg sesuai konfrimasi kring pajak kalo email benar pa masukin cortax nya malah bilang sesuai ujung ujung nya suruh kantor pajak,0
emaill ubah padahal pernah ganti2 email coba orang pajak jemput bola pabrik2 perusahan2 yakin banyak yg kendala,0
aplikasi ga jelas,0
sering error,0
ndak masok blass,0
ndk sih swafoto swafoto balik kamera lebih mudah guna ngerepotin banget,0
taii gilir mau tertib pajak aplikasi online dbuat akses selalu gagal hadeh ba kerja online kelas instansi pmerintah justru server akses nya buruk jgn mnuntut pajak pajak minimal rapi genah akses online nya semua org sama waktu sibuk smoga baca dperbaiki sgala system bug error gagal akses aplikasi ujung nya antri panjang dsuruh kantor trdekat kocak,0
aplikasi jelas bikin ribet aja kalau buat aplikasi pikir matang2 jangan asal diketawain sama orang luar,0
bantu,1
ribet,0
,1
terimakasih ada aplikasi mudah isi spt tampa kantor pajak,1
payah,0
selalu mudah prose,1
mau daftar pajak gin dulu pakai djp online mudah penting punya efin sekarang kesini gk ubah data email no hp lupa sandi gk klo bukan email yg daftar gmn mau lapor pajak cm org pajak kesana buat ubah email no hp butuh waktu kan tolong kasih mudah buat yg mau lapor pajak banyak org tua gk lapor minta jg gk bisa kendala data sama email no hp,1
gin sih mau lapor aja ribetnya minta ampun memang sengaja buat susah tinggal aktivasi aja susah minta ampun,0
untuk bagi kembang kurang bayar kurang skill kurang tidur,1
ribet aplikasi gak jelas gagal terus solusi,0
haduhhh mau login hrus btuh effort lebih gak terlogin jangan dipersulitttt gin dong,0
gmna ngisi tadi eror trus semua eror ngabisin pulsa kali klo bikin apk yg bner dikit heran data udah bener eror tros,0
gak jelas,0
punya negara aja kaya mash eror,0
kok ngk update,0
parah gak guna crash lot semua minus sini,0
aplikasi jelek susah verifikasi,0
baik bantu,1
app y ngak emang sengaja buat app bug ngak masuk aktivasiii orang mau bayar susah dah,0
bagus,1
bayar pajak buat mau korupsi aja ribet nya bukan maen,0
